ADMIN1;ADMIN2;FUNC1;2018_EXECUTED;2018_ADJUSTED;2019_EXECUTED;2019_ADJUSTED;2020_EXECUTED;2020_ADJUSTED;2021_EXECUTED;2021_ADJUSTED;2022_EXECUTED;2022_ADJUSTED;2023_EXECUTED;2023_ADJUSTED;2024_EXECUTED;2024_ADJUSTED;2025_EXECUTED;2025_ADJUSTED;2026_EXECUTED;2026_ADJUSTED
Місцеві бюджети;Тернопільська обл.;0400 Економічна діяльність;867214793.83;1256719179.02;1314374802.56;1910097507.46;1151294782.84;1734772671.29;2164146708.19;2827707706.34;947771183.06;1916094184.12;1723352620.91;2569270178.36;943874528.18;1834477329.32;1286121281.32;2017173578.96;50972735.07;848985433.06
Місцеві бюджети;Тернопільська обл.;0500 Охорона навколишнього природного середовища;6572071.19;8471947.79;5923602.44;9177956.86;6529431.68;9820020.98;8156222.74;11632316.04;2007429.08;10432480.97;8184324.42;17932294;5370551.71;7874126.1;7475266.22;12599641.87;10443.6;11553693
Місцеві бюджети;Тернопільська обл.;0600 Житлово-комунальне господарство;500248967.38;519206005.68;587340836.22;604642238.6;591406519.49;635685912.93;1080148120.71;1218404646.51;885908010.11;1116406394.15;1041885812.52;1093267137.37;977083176.02;1020003426.04;1103198955.64;1166769582.89;156609765.79;1232939494.48
Місцеві бюджети;Тернопільська обл.;0700 Охорона здоров'я;2117549741.34;2079488702.09;2042960681.27;2052306803.87;1009458432.74;1026662853.13;596528366.67;537508797.51;595775338.19;605779873.31;727480904.3;714069667.57;720666977.63;741852190.81;699189051.82;768317796.28;98895550.92;701999126
Місцеві бюджети;Тернопільська обл.;0800 Духовний та фізичний розвиток;502093943.02;511266469.63;573732246.96;576601092.16;554266399.72;563239649.25;642457141.89;768219336.77;607342954.34;658628806.67;746726504.51;764933596.31;789087330.68;793380577.73;852052463.73;861608128.82;127316479.14;951050870
Місцеві бюджети;Тернопільська обл.;0900 Освіта;4559326955.88;4624213671.46;5048127222.23;5059241408.44;5338117801.24;5491137030.51;6689999911.87;6785720678.59;6655716643.13;6924427984.79;7330397673.63;7411190834.55;8269068903.59;8467528619.51;9151267037.58;9315542530.34;1569705847.59;9560837753.96
Місцеві бюджети;Тернопільська обл.;1000 Соціальний захист та соціальне забезпечення;4636402767.86;4657781437.05;2876024018.53;3192416638.02;479929264.38;487702095.62;532081060.7;535222323.72;691666322.16;677340088.56;918475477.84;893150552.27;1112572949;1121010087.31;1313971120.19;1295767928.62;175471883.85;1291459676.25
Місцеві бюджети;Тернопільська обл.;-9 не існує;;;;;;;;;;;;;;;;;0;303772975
Місцеві бюджети;Харківська обл.;;53329007193.02;55519464514;50381035952;52829972218;37398530229.25;39089856085.44;45538003473.06;48040294799;29455332296.67;42202185003.82;40251022384.41;47804313887.75;43846528551.03;51137966967.76;52211599466.28;59022326404;6242755032.01;43135209742
Місцеві бюджети;Харківська обл.;0100 Загальнодержавні функції;19421496029.2;20049595321;15986004862.93;16965636250;9598408606.2;10141977538.11;5136236396.43;5440545038;3174196261.04;4795386284;5469863604.69;6606869319.75;6695409552.9;7934955009;9390762091.84;10746629451;1093195855.97;8093265515
Місцеві бюджети;Харківська обл.;0300 Громадський порядок, безпека та судова влада;25875255.44;28287893;21792150.13;22385864;54937256.33;55788768;32809074.47;33841748;789756594.94;805932905;1112394037.62;1143517666;1465274784;1455800560;1211038144.67;1245792241;87498065.43;879789632
Місцеві бюджети;Харківська обл.;0400 Економічна діяльність;5257560639.47;6080290247;6656292465.03;7015152642;6632716620.85;6999116310.11;8541707859.92;8952476527;3690360631.02;6189430588.82;8657054512.06;13717297835;9069211823.08;13539105115.76;8608694465.19;11738824711;876223801.45;6336619172
Місцеві бюджети;Харківська обл.;0500 Охорона навколишнього природного середовища;100147763.35;123484341;98673999.62;145229834;119309446.09;165051095;112441525.95;133923299;11794405.96;64604804;44014423.86;73062600;40236412.23;91769404;131192615.35;144536952;600379.99;51780091
Місцеві бюджети;Харківська обл.;0600 Житлово-комунальне господарство;2606031397.91;2684363385;3217289488.2;3265123315;3362479968.91;3356065823;12188637929.46;13303743088;5375128241.78;10854605294;8078424180.99;8352125575.25;7342440498.56;7747947650;10112843395.33;10972649917;883096525.22;6712255384
Місцеві бюджети;Харківська обл.;0700 Охорона здоров'я;5748195864.8;6044066469;5570125592.66;5726335506;3128523260.96;3198157890.22;1816815312.87;1867624543;1587975322.8;1973281976;1874796370.02;2018313906;2126192930.11;2340395377;2445293809.18;2653959475;249873189.61;1993785274
Місцеві бюджети;Харківська обл.;0800 Духовний та фізичний розвиток;1618210527.06;1648335234;1606846858.44;1627990018;1606656349.49;1625920791;1868520544.94;1889711147;1345207830.79;1729116711;1539747678.2;1668233100;1699949845.24;1768855389;2004497272.22;2138039414;281530558.79;2247596760
Місцеві бюджети;Харківська обл.;0900 Освіта;9284125463.34;9599131555;10762453023.98;11177290162;11314065406.63;11948267907;14016713885.7;14586097893;11994861317.6;14070526863;11370635129.88;12223324623;12624612145.93;13525984256;15382645208.9;16409989687;2378145826.5;14087502948
Місцеві бюджети;Харківська обл.;1000 Соціальний захист та соціальне забезпечення;9267364252.45;9261910069;6461557511.01;6884828627;1581433313.79;1599509963;1824120943.32;1832331516;1486051690.74;1719299578;2104092447.09;2001569262.75;2783200558.98;2733154207;2924528163.6;2971800256;392590829.05;2669509266
Місцеві бюджети;Харківська обл.;-9 не існує;;;;;;;;;;;;;;;104300;104300;0;63105700
Місцеві бюджети;Херсонська обл.;;18202844355.96;19060854967.66;16562172459.49;17943787757.92;12181896233.73;13055185341.31;13864209441.92;14736941775.97;6945839870.44;12541125881.96;8824741509.81;11888548844;9420575185.77;11736944827.81;11518878682.71;15030105388.8;1164873837.7;8202496977.45
Місцеві бюджети;Херсонська обл.;0100 Загальнодержавні функції;5630250758.64;5834253319.78;4319293537.66;4796198798.08;2195003228.87;2280794201.6;2001276741.39;2202774687.83;851671925.32;1569097438.41;1819067109.99;2493233339.42;2148050394.59;2772438435.11;4692130790.48;6218760848.84;359053880.92;2753033612.93
Місцеві бюджети;Херсонська обл.;0300 Громадський порядок, безпека та судова влада;27891736.48;31109596.11;24848503.46;28333841.31;101209087.89;104990621.01;46227264.77;49011009.25;32179823.7;329883621.49;1001135578.74;1226215360.8;851881622.44;1046631252.87;765213651.58;1930604959;24800242.37;715645991.25
Місцеві бюджети;Херсонська обл.;0400 Економічна діяльність;998103690.75;1312697432.61;1056485229.07;1392152134.7;1658208941.6;1846506802.37;2334766245.44;2663861021.74;237727200.21;1287029909.91;1038931715.37;1787206104.89;652303459.96;1567216645.12;468715055.26;685680558.94;15080882.78;218757550
Місцеві бюджети;Херсонська обл.;0500 Охорона навколишнього природного середовища;10988856.9;27418930.52;15678779.73;25554084.58;8342381.16;19429077.51;13680995.73;21162971.72;24500;3851774.71;489899.96;1247050;90000;1742000;2220161.8;2420920;5976006.6;285107
Місцеві бюджети;Херсонська обл.;0600 Житлово-комунальне господарство;456447688.97;482706576.01;520613680.48;541206553.4;507077701.39;538478064.77;821703531.58;918591896.97;105753616.8;445580955;598266790.86;893205137.16;1012174490.77;907789831.27;974403414.68;938667966.9;88330172.49;571207841.91
Місцеві бюджети;Херсонська обл.;0700 Охорона здоров'я;2267438019.37;2289133580.3;2111914504.44;2132680526.85;1064442490.29;1110515503.41;516084006.88;539123962.74;178954962.48;432749029.89;267817075.03;321212379.65;497013582.17;567916681.53;427439365.33;458901169.62;42340734.62;296186998.05
Місцеві бюджети;Херсонська обл.;0800 Духовний та фізичний розвиток;524508901.25;527341566.52;567112418.36;579436971.71;565024223.17;579718240.1;641485803.88;646701878.27;383909459.05;647003443.52;301121084.37;406476882.38;288519157.7;355301759.69;279621707.65;286711991.14;40246306.9;274937407.61
Місцеві бюджети;Херсонська обл.;0900 Освіта;4761590966.87;4928623128.19;5344499092.36;5499242334.67;5636393438.91;6116876206.96;6955514992;7166915142.94;4855503043.47;7210217248.83;3508727995.82;4302217374.15;3543088523.52;3997633710.2;3361688471.39;3929687590.33;524500040.44;2835943347.68
Місцеві бюджети;Херсонська обл.;1000 Соціальний захист та соціальне забезпечення;3525623736.73;3627570837.62;2601726713.93;2948982512.62;446194740.45;457876623.58;533469860.25;528799204.51;300115339.41;615712460.2;289184259.67;457535215.55;427453954.62;520274512.02;547446064.54;578669384.03;64545570.58;535027121.02
Місцеві бюджети;Херсонська обл.;-9 не існує;;;;;;;;;;;;;;;;;0;1472000
Місцеві бюджети;Хмельницька обл.;;24320354483.56;25135263616.89;21728227132.09;22772183899.57;14390376280.14;15239651634.15;17585181546.66;18359412114.44;15354766161.35;18145305560.02;21428728803.19;22727976110.18;20876858662.19;22264958206.25;23486514232.69;24847914694.3;3722899528.06;22739348021.87
Місцеві бюджети;Хмельницька обл.;0100 Загальнодержавні функції;7374090624.18;7502669620.89;5589082481.67;5997230395.57;2397544472.95;2584350978.46;2847074581.46;3100931423.07;1883750405.39;2636129491.99;3615518611.71;4038038775.5;3373022057.46;3709568196.85;4000116415.24;4478291497.13;630091319.17;3991493266.14
Місцеві бюджети;Хмельницька обл.;0300 Громадський порядок, безпека та судова влада;26017743.57;26883046.02;28126771.49;31008958.24;34160913.64;43366820.27;33164518.65;34488743.1;195573812.47;230598264.28;255731458.72;270106053.1;459044582.64;478606987.84;354882440.08;401560446.02;60125296.6;238987635
Місцеві бюджети;Хмельницька обл.;0400 Економічна діяльність;1625305600.93;2063996890.27;1867821928.24;2020299046.23;1771882794.36;1900509306.56;1985537156.55;2256904379.36;972069841.68;2198465100.16;2568241374.45;3002245015.34;912712405.32;1251180836.85;866484021.46;1125371888.48;52591911.28;715910903.48
Місцеві бюджети;Хмельницька обл.;0500 Охорона навколишнього природного середовища;32216365.41;51834150.6;54291729.34;62073677.52;23583848.33;32120816.45;18417582;24692659.86;7421442.34;21035697.6;44117796.23;52890453.5;19174260.91;24518808.99;15281373.54;41108896.62;259601.22;24927739
Місцеві бюджети;Хмельницька обл.;0600 Житлово-комунальне господарство;628936677.72;706892765.91;708869948.77;736417007.16;787509899.26;799592641.16;1591386335.06;1634661122.77;1088535576.34;1198395730.02;1392468446.64;1493331354.89;1366433977.16;1394826167.68;1636279350.53;1714418286.73;253395454.76;1461628627.29
Місцеві бюджети;Хмельницька обл.;0700 Охорона здоров'я;2947930757.37;2854883659.53;2868943113.69;2773770343.08;1297533679.28;1297634932.1;877980342.19;735586857.06;1025311146.3;881499313.14;1420889516.7;1371847435.08;1002220065.78;1105412185.64;1310600024.12;1362818063.68;140919673.9;902741211.38
Місцеві бюджети;Хмельницька обл.;0800 Духовний та фізичний розвиток;551595019.63;560842330.23;685447717.12;672183005.81;678026810.36;756793824.82;973186328.99;980731685.82;772531948.77;868702522.86;920410293.2;958001128.23;984462394.29;1005601708.96;1063888048.26;1097527870.12;160044787.42;1182412106.3
Місцеві бюджети;Хмельницька обл.;0900 Освіта;5672545612.95;5822667591.01;6279894847.66;6491117622.94;6667812407.32;7069809479.35;8413450867.03;8730310660.37;8374118998.17;9055803970.07;9610771249.59;9923163975.21;10676545695.43;11256536865.45;11819703306.57;12367525854.13;2107807466.16;12010856530.45
Місцеві бюджети;Хмельницька обл.;1000 Соціальний захист та соціальне забезпечення;5461716081.8;5544593562.43;3645748594.11;3988083843.02;732321454.64;755472834.98;844983834.73;861104583.03;1035452989.89;1054675469.9;1600580055.95;1618351919.33;2083243223.2;2038706447.99;2419279252.89;2259291891.39;317664017.55;2170303057.83
Місцеві бюджети;Хмельницька обл.;-9 не існує;;;;;;;;;;;;;;;;;0;40086945
Місцеві бюджети;Черкаська обл.;;23754193879.39;24786278664.37;20985549181.12;22831514490.2;14278658573.82;15434567954.94;15897836769.35;17203344954.32;15100151029.47;18248790979.13;20851330666.65;23675397080.8;21076444584.31;23238563372.98;23164778285.34;25054207787.63;3274343868.56;23223348532.17
Місцеві бюджети;Черкаська обл.;0100 Загальнодержавні функції;7476915739.39;7611180395.27;5738065567.6;6283849212.62;2558486120.15;2779968075.9;2325024859.5;2457812627.21;2368888313.06;2755024526.21;4084209924.96;4659552738.92;3603795805.29;3877631427.07;4349326264.18;4724444649.1;554235719.63;4250697021.23
Місцеві бюджети;Черкаська обл.;0300 Громадський порядок, безпека та судова влада;15710191.98;17351738.34;19428899.65;20776226.23;31448598.05;32922325.07;25052923.49;26576493.04;167402586.64;229177707.14;467575106.83;573318350.8;420908973.71;541604345.24;418504279.93;534732886.1;19627347.49;372247117.14
Місцеві бюджети;Черкаська обл.;0400 Економічна діяльність;1337380022.77;1907974676.28;1707482715.31;2204532286.97;2129149590.71;2472586274.91;2757565929.97;3579333845.4;1495835485.54;2768402524.91;2392162921.78;3444359004.79;1790184829.92;2418668869.79;1615347294.2;1953610315.94;152273703.32;1240728713.67
Місцеві бюджети;Черкаська обл.;0500 Охорона навколишнього природного середовища;33571228.56;49099198.73;80951156.92;107118610.76;61674111.87;81147622.22;47586703.4;62781669.82;26842427.95;64513411.67;39760109.97;76799544.58;37840941.66;77331876;49956358.59;106891424.78;2407411.36;88473594.38
Місцеві бюджети;Черкаська обл.;0600 Житлово-комунальне господарство;485153370.71;512959870.55;527225050.66;583913732.29;484501579.78;529684346.85;832447689.18;858746387.23;784415516.38;1289510044.1;1088007447.4;1183119013.04;1129018545.2;1230483151.6;1375667036.67;1513002653.88;163610450.41;1551889356.27
Місцеві бюджети;Черкаська обл.;0700 Охорона здоров'я;3043243205.71;3071821127.71;2892384845.72;2966683213.05;1594705081.04;1661416178.51;828424054.46;852051166.91;1065304145.58;1149043082.34;1621379334.92;1876715563.85;1374891362.15;1523729895.91;1586223066.85;1787264724.27;185617280.38;1600296765.84
Місцеві бюджети;Черкаська обл.;0800 Духовний та фізичний розвиток;572585768.15;579906824.2;627414080.32;651056624.9;618895969.02;657215586.99;739063511.77;746623206.86;712215094.39;780512416.78;896190424.53;978301822.17;943169634.94;994174729.8;1033525135.89;1078158238.49;147371317.85;1174399633.18
Місцеві бюджети;Черкаська обл.;0900 Освіта;5142651756.17;5369619638.44;5636409714.74;5908723339.66;5992691622.63;6394546462.97;7444644339.22;7717749182.61;7285403215.27;7980312134.71;8455989969.98;9085356535.48;9566686258.25;10358265642.89;10438250743.86;11006975984.52;1756451512.54;10709087902.28
Місцеві бюджети;Черкаська обл.;1000 Соціальний захист та соціальне забезпечення;5646982595.95;5666365194.85;3756187150.2;4104861243.72;807105900.57;825081081.52;898026758.36;901670375.24;1193844244.66;1232295131.27;1806055426.28;1797874507.17;2209948233.19;2216673434.68;2297978105.17;2349126910.55;292749125.58;2158365802.18
Місцеві бюджети;Черкаська обл.;-9 не існує;;;;;;;;;;;;;;;;;0;77162626
Місцеві бюджети;Чернiвецька обл.;;15621618568.42;16581628466.49;14867997602.07;15987902686.88;9377956975.69;10390697328.94;10637936351.19;11055229993.63;9978910601.18;11229764836.84;13071806484.82;13696588000.89;13263453285.41;14216144030.99;15046242285.96;16074411172.21;2096777095.62;15158276437.01
Місцеві бюджети;Чернiвецька обл.;0100 Загальнодержавні функції;4755727811.59;5000127684.78;4045819795.03;4364985478.63;1548678965.31;1668899880.41;1493338610.91;1580942415.54;1371497523.17;1667017333.31;2245579890.82;2508386079.72;1982976300.07;2534002711.92;2511426568.13;3091590715.03;307926345.91;2358808581.26
Місцеві бюджети;Чернiвецька обл.;0300 Громадський порядок, безпека та судова влада;25104711.71;26804017.77;29575908.26;29261084.44;70739202.58;81594423.47;68947532.17;71942575.35;115484158.69;124997743.72;165826775.47;161058733.18;130947136.65;134294150.52;145370458.25;162037657.67;25796698.33;342138128
Місцеві бюджети;Чернiвецька обл.;0400 Економічна діяльність;1038759292.7;1446741357.29;1224730684.72;1530056344.12;1213503178.83;1643504553.72;1506917761.37;1686772014.28;478025551.87;939199809.12;1172275514.71;1360701756.97;757270362.52;856723418.76;725171349.33;926543120.39;26014610.11;680613102.68
Місцеві бюджети;Чернiвецька обл.;0500 Охорона навколишнього природного середовища;8668400.34;11716005.02;25023897.69;33189890.22;5493768.68;10128833.47;8053116.47;10183367.68;2898674.84;9467893.26;8638245.12;15407694.97;5981533.03;10225197.39;11993184.49;17822372.98;113709.03;14924561.17
Місцеві бюджети;Чернiвецька обл.;0600 Житлово-комунальне господарство;242902719.73;261032514.7;256341605.06;264305026.99;322370203.56;330728623.83;517968446.69;544375481.3;842647694.7;1053305309.66;1304442328.53;1373724271.34;1098442176.05;1187163173.04;1197704218.11;1315858516.49;103647845.26;1464489487.97
Місцеві бюджети;Чернiвецька обл.;0700 Охорона здоров'я;1817555249.26;1819091448.58;1835228522.69;1781817843.42;829504669.38;856661259.4;433524890.37;470570915.68;403911476.74;431771165.46;471490774.12;518715842.24;421905970.63;442604628.86;621910583.49;664333864.09;66675813.08;587458279
Місцеві бюджети;Чернiвецька обл.;0800 Духовний та фізичний розвиток;342313951.6;347352386.15;379320824.66;390463776.49;376488103.99;398262218.42;409508996.83;416537847.46;396747338.62;434568143.44;472188340.99;498562127.24;478865266.67;489155989.45;515853351.85;547123801.34;76091381.82;605577097
Місцеві бюджети;Чернiвецька обл.;0900 Освіта;3839741910.63;4100359590.14;4483010333.43;4749887496.46;4652827634.58;5035867713.12;5798570679.1;5879535134.46;5789600788.84;6060865895.9;6489791963.12;6561712782.36;7541603221.52;7742096023.61;8334858256.15;8401220449.73;1364436846.42;8159353929.3
Місцеві бюджети;Чернiвецька обл.;1000 Соціальний захист та соціальне забезпечення;3550844520.86;3568403462.06;2588946030.53;2843935746.11;358351248.78;365049823.1;401106317.28;394370241.88;578097393.71;508571542.97;741572651.94;698318712.87;845461318.27;819878737.44;981954316.16;947880674.49;126073845.66;939913270.63
Місцеві бюджети;Чернiвецька обл.;-9 не існує;;;;;;;;;;;;;;;;;0;5000000
Місцеві бюджети;Чернігівська обл.;;21669391458.26;22373923938.43;18046220806.47;19385667475.26;12174126652.9;13100524025.14;13357942909.44;14299049090.24;11832419592.16;15099366317.32;16417386686.87;18245036230.9;17058498394.74;18688039936.19;19039300684.31;20814356545.51;2723255982.65;17967554211.43
Місцеві бюджети;Чернігівська обл.;0100 Загальнодержавні функції;7600966591.37;7763322062.41;5011170929.55;5508017037.18;2172075700.02;2365663453.28;1822980966.43;1980267611.14;1489576181.96;1968494563.56;2840955968.63;3205974901.32;3015730449.63;3055426635.52;3730651524.57;3818687462.85;666901423.4;2729650140.11
Місцеві бюджети;Чернігівська обл.;0300 Громадський порядок, безпека та судова влада;44216641.13;47731708.56;53653911.47;56482400.2;56679060.43;62040027;63813463.4;74131213.43;430164380.17;512298497;573180597.14;552268748.48;702856991.89;676888606.1;505014377.28;609673968.65;98576959.58;972816195
Місцеві бюджети;Чернігівська обл.;0400 Економічна діяльність;1642931057.68;2033613543.16;1876162738.7;2124755892.66;1934669547.2;2171400877.27;2281201211.37;2602901462.51;957418074.84;2050278839.52;2246022571.18;3284112962.24;1333536309.24;2471547984.12;1193034480.26;1573615712.64;55452337.36;1313630553.17
Місцеві бюджети;Чернігівська обл.;0500 Охорона навколишнього природного середовища;22359260.01;45794569.45;50304395.32;82436758.54;44939334.68;60454239.15;33427469.66;51624072.72;20900867.66;58204844.01;36239605.4;46118511.64;21346123.12;27153042.35;20325033.02;38826732.19;498757.29;31140953.91
Місцеві бюджети;Чернігівська обл.;0600 Житлово-комунальне господарство;387598783.51;428714355.03;481412698.23;524349207.77;511193826.63;532263835.03;887247211.44;951520925.45;822632337.86;1442042642;1099156750.13;1207513820.59;890112390.68;856318005.35;924158870.61;1095976908.32;101806829.72;1052096897.08
Місцеві бюджети;Чернігівська обл.;0700 Охорона здоров'я;2532680882.65;2478314164.58;2293291213.79;2369813658.22;1212578313.81;1302312300.22;666023349.79;726956045.71;612808301.79;795222138.55;865426491.09;967884019.67;919682113.71;1049586966.68;1014167095.34;1394123342.89;112889181.04;908991734
Місцеві бюджети;Чернігівська обл.;0800 Духовний та фізичний розвиток;543176283.86;559349934.96;640708922.72;653107416.54;616352353.63;644046991.7;723572762.14;741900605.57;646578693.12;752509723.83;826490534.43;866458701.59;899708177.68;928015114.63;982040953.87;1002620365.7;135936841.03;1002818958.74
Місцеві бюджети;Чернігівська обл.;0900 Освіта;4155361438.73;4257561522.24;4631346847.97;4764450543.42;4846373975.66;5153432260.28;5979594207.2;6255596809.86;5895507284.09;6534254329.84;6661473410.85;6819373390.65;7761171522.79;8159524895.58;8979886900.86;9577342889.4;1304465009.32;8201739108.42
Місцеві бюджети;Чернігівська обл.;1000 Соціальний захист та соціальне забезпечення;4740100519.32;4759522078.04;3008169148.72;3302254560.73;779264540.84;808910041.21;900082268.01;914150343.85;956833470.67;986060739.01;1268440758.02;1295331174.72;1514354316;1487227507.86;1690014368.5;1703479303.87;246728643.91;1749871281
Місцеві бюджети;Чернігівська обл.;-9 не існує;;;;;;;;;;;;;0;-23648822;7080;9859;0;4798390
